query_id,dataset,seed,mode,dense_ndcg,hybrid_ndcg,psafe_ndcg,delta_psafe_dense,selected_action
1,trec-covid,42,high_recall,0.23191360906294423,0.4252932293889152,0.4252932293889152,0.19337962032597095,Deep Hybrid
10,trec-covid,42,high_recall,0.5215784827120726,0.8913319177463098,0.5215784827120726,0.0,Dense
11,trec-covid,42,high_recall,0.7538142945344392,0.6468562235661908,0.6468562235661908,-0.10695807096824839,Deep Hybrid
13,trec-covid,42,high_recall,0.5713912939556509,0.8138884954315747,0.8138884954315747,0.2424972014759238,Deep Hybrid
14,trec-covid,42,high_recall,0.5854565614332868,0.6139693490201902,0.6139693490201902,0.028512787586903343,Deep Hybrid
15,trec-covid,42,high_recall,0.5612901464217882,0.7721206947887317,0.5612901464217882,0.0,Dense
2,trec-covid,42,high_recall,0.9052116356304494,1.0,1.0,0.09478836436955063,Deep Hybrid
21,trec-covid,42,high_recall,0.37695364228549333,0.8069327454336254,0.8069327454336254,0.42997910314813204,Deep Hybrid
23,trec-covid,42,high_recall,0.6470654769036526,0.914856882358379,0.914856882358379,0.26779140545472646,Deep Hybrid
25,trec-covid,42,high_recall,0.8584094881082909,0.9363792118010482,0.9363792118010482,0.07796972369275734,Deep Hybrid
26,trec-covid,42,high_recall,0.2965933967560253,1.0,1.0,0.7034066032439747,Deep Hybrid
27,trec-covid,42,high_recall,0.8611375561264455,1.0,1.0,0.1388624438735545,Deep Hybrid
28,trec-covid,42,high_recall,0.5900490851534655,1.0,1.0,0.40995091484653445,Deep Hybrid
29,trec-covid,42,high_recall,0.7328892891745808,0.7454818852994021,0.7454818852994021,0.01259259612482122,Deep Hybrid
33,trec-covid,42,high_recall,0.6701975824021963,0.8990684392693267,0.8990684392693267,0.22887085686713038,Deep Hybrid
34,trec-covid,42,high_recall,0.24060740518678825,0.4436065663527395,0.4436065663527395,0.20299916116595124,Deep Hybrid
38,trec-covid,42,high_recall,0.2965933967560253,0.9575861412006988,0.9575861412006988,0.6609927444446735,Deep Hybrid
43,trec-covid,42,high_recall,1.0,0.7935840677649109,0.7935840677649109,-0.20641593223508914,Deep Hybrid
46,trec-covid,42,high_recall,0.43231813227099475,1.0,1.0,0.5676818677290052,Deep Hybrid
47,trec-covid,42,high_recall,0.2153829792769871,0.4693386822687913,0.2153829792769871,0.0,Dense
5,trec-covid,42,high_recall,0.2051166673279436,0.5603939463372972,0.5603939463372972,0.35527727900935363,Deep Hybrid
50,trec-covid,42,high_recall,0.5416649017386358,0.6229073389583623,0.6229073389583623,0.08124243721972646,Deep Hybrid
6,trec-covid,42,high_recall,0.6410457898283654,0.685119869332369,0.685119869332369,0.04407407950400366,Deep Hybrid
8,trec-covid,42,high_recall,0.22784037450527975,0.901447006056365,0.22784037450527975,0.0,Dense
9,trec-covid,42,high_recall,0.0,0.34640517988858555,0.0,0.0,Dense
