query_id,dataset,seed,mode,dense_ndcg,hybrid_ndcg,psafe_ndcg,delta_psafe_dense,selected_action
test-culture-ahrtsdlgra-con01a,arguana,123,high_recall,0.5,0.6309297535714575,0.5,0.0,Dense
test-culture-ahrtsdlgra-con02a,arguana,123,high_recall,0.3562071871080222,0.0,0.3562071871080222,0.0,Dense
test-culture-ahrtsdlgra-con03a,arguana,123,high_recall,0.5,0.5,0.5,0.0,Dense
test-culture-ahrtsdlgra-pro01a,arguana,123,high_recall,0.6309297535714575,0.6309297535714575,0.6309297535714575,0.0,Dense
test-culture-ascidfakhba-con01a,arguana,123,high_recall,0.0,0.2890648263178879,0.2890648263178879,0.2890648263178879,Deep Hybrid
test-culture-ascidfakhba-con02a,arguana,123,high_recall,0.38685280723454163,0.3562071871080222,0.3562071871080222,-0.030645620126519446,Deep Hybrid
test-culture-ascidfakhba-con03a,arguana,123,high_recall,0.0,0.5,0.0,0.0,Dense
test-culture-ascidfakhba-con04a,arguana,123,high_recall,0.0,0.0,0.0,0.0,Deep Hybrid
test-culture-ascidfakhba-pro03a,arguana,123,high_recall,0.5,0.43067655807339306,0.5,0.0,Dense
test-culture-ascidfakhba-pro04a,arguana,123,high_recall,0.43067655807339306,0.6309297535714575,0.43067655807339306,0.0,Dense
test-culture-cgeeghwmeo-con01a,arguana,123,high_recall,0.6309297535714575,0.0,0.0,-0.6309297535714575,Deep Hybrid
test-culture-cgeeghwmeo-con03a,arguana,123,high_recall,0.5,0.6309297535714575,0.5,0.0,Dense
test-culture-cgeeghwmeo-con04a,arguana,123,high_recall,0.38685280723454163,0.3333333333333333,0.3333333333333333,-0.053519473901208314,Deep Hybrid
test-culture-mmciahbans-con03a,arguana,123,high_recall,0.43067655807339306,0.0,0.0,-0.43067655807339306,Deep Hybrid
test-culture-mmciahbans-pro01a,arguana,123,high_recall,0.6309297535714575,1.0,0.6309297535714575,0.0,Dense
test-culture-mmciahbans-pro02a,arguana,123,high_recall,0.5,0.5,0.5,0.0,Dense
test-culture-mmciahbans-pro03a,arguana,123,high_recall,0.6309297535714575,0.6309297535714575,0.6309297535714575,0.0,Dense
